dialogue_line,humor
What? You ordered pizza without me?!,1.0
"Yeah. But y’know we were thinking about you, y’know we ordered the Joey Special.",1.0
Two pizzas?!,1.0
"Yep! Okay, gotta go, talk to you later.",1.0
"Wait, well, where did you get it from?!",1.0
"Monica, why have you brought me here of all places?!",0.0
You’ll see.,0.0
"I tell you, this wedding is not going to happen.",0.0
Oh God.,1.0
"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles...",1.0
"And the musicians, look, they can go over here , okay? And the chairs can face this way , and...  You go.",1.0
"But-but, if you don’t love this, we’ll do it in any other place at any other time. Really, it’s fine, whatever you want.",1.0
It’s perfect.,0.0
"And, I don’t know, if it starts to rain...",1.0
Well then we’ll get wet.,0.0
Ohh. And I don’t even have a date.,1.0
Pheebs?,0.0
Yeah?,1.0
Do you remember where the duck food is?,1.0
"Yeah, it’s in the guys’ apartment under the sink. Why?",1.0
Because I’m going to London.,1.0
What?! What do you mean you’re going to London?,1.0
"Yeah, I have to tell Ross that I love him. Now honey, you take care, you don’t have those babies until I get back.",1.0
"I—Rachel, you can’t go! Ross loves Emily!",0.0
"Yeah, I know, I know, I know he does. But I have to tell him how I feel! He deserves to have all the information and then he can make an informed decision.",1.0
"That’s not why you’re going! You’re going because you hope he’s gonna say, ""Yeah, I love you too, Rach. Forget that British chippy.""",1.0
Ohh—Do you think he will?!,1.0
"No! Because he’s in love with the British chippy! Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding! Y’know, it’s too late! You missed you’re chance! I’m sorry, I know this must be really hard, it’s over.",1.0
"Y’know what? No. It’s not over until someone says, ""I do.""",1.0
"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter.",1.0
The Waltham Residence.,0.0
Oh...yes..is this..umm..Emily’s Parents’ house.,1.0
"This is the housekeeper speaking. And by the way, young lady, that is not how one addresses oneself on the telephone. First one identifies oneself and then asks for the person with whom one wishes to speak.",0.0
"This is Phoebe Buffay. I was wondering, please, if-if it’s not too much trouble, please, umm, might I speak to Miss Emily Waltham, please?",1.0
"Miss Waltham, is at the rehearsal dinner and it’s not polite to make fun of people. Goodbye.",0.0
"No no no, I’ll be nice, I swear!!!   Could you just give me the number for where they are?",1.0
"I’m afraid, I’m not at liberty to divulge that information.",1.0
"Ok, somebody is on their way to ruin wedding okay. And I have to warn somebody, alright. So if you don’t give me that number then I’m going to come over there and kick your snooty ass all the way to New Glocken..shire.",1.0
Hangs up.,0.0
"Hello, Hello. Ohh, OHH, she knew I could kick her ass.",1.0
Hey.,0.0
Hi. Mom. Dad.,1.0
"Sweetheart. Oh sorry were late, my fault, I insisted on riding the tube.",1.0
"Judy, the kids..",0.0
"Jack, that’s what they call the subway.",0.0
"Ohh, I thought that you....",1.0
"Dad, dad. We got it!! We Got It!!!",1.0
"Ohh, here comes my dad and stepmum. Mister and Misses Geller, this is Steven and Andrea Waltham.",0.0
"Hello. Hello. How do you do? How do you do? Very nice to meet you.  Darling it’s the Gellers.   Darling, it’s the Gellers.  She’s very self-absorbed, you know. I should never have married her.",1.0
"Sorry, what?",1.0
It’s the Gellers!,0.0
Where?,0.0
Well there’s one  and there’s another .,0.0
Lovely to meet you.,0.0
Terribly nice of you to offer to pay for half the wedding.,1.0
"Ohh forget it. Too hell with tradition, we’re happy to do it.",1.0
"We know how expensive weddings can be, besides this may be the only wedding we get to throw .",0.0
"Ha ha, a joke that’s funny in all countries.",0.0
Sir?,0.0
What’s in it?,1.0
"Goat cheese, water chestnuts, and panchetta.",0.0
"That’s not food...No, I don’t, no... Everything's different here...I want to go home. I...I miss my family. I miss the coffee house. I can’t even remember what Phoebe looks like.",1.0
"Joey, it’s been three days, okay.. Your just a little homesick, Okay. Would you just try to relax. Just, just try to enjoy yourself.",1.0
Your different here too. Your mean in England.,1.0
What the hell!!!,1.0
"what’s up, Dad?",1.0
This bill for my half of the wedding. it’s insane.,1.0
How could it be so much? The receptions at their house.,1.0
"Flowers, liquor, recarpet first floor. New guest bath, landscaping. I’m paying to remodel this guys house.  I’m going to give that son on a bitch, a piece of my mind.",1.0
"Dad, dad, please. Look I don’t want anything to upset Emily tonight. Alright, she's had a hard enough couple of days as it is.  Now here, here, let me go talk to him, okay?",1.0
And you tell him no one takes advantage of the Gellers.,1.0
"Ooh, Jack.... Sometimes I forget how powerful you can be.",1.0
And I’m going to go get drunk.,1.0
"Ooh, ooh, ooh,ooh,ooh.  Hi.",0.0
Hello.,0.0
"Hello. Umm, when is your next flight to London?",0.0
There’s one leaving in thirty minutes.,1.0
"Ohh, good.",1.0
And I do have one seat left.,1.0
"Ohh, thank you, thank you, thank you.",1.0
The last minute fare on this ticket is twenty seven hundred dollars.,0.0
"Ohh, I just don’t think I have enough left on my credit card.",1.0
Well you can split it with another credit card.,1.0
"Ohh, okay, how about five.  Ohh, thank you.",1.0
I’m just going to need to see your passport.,1.0
"Okay, you know what? I don’t have it, but I can tell you exactly where it is on my night stand, and...okay. But you know what? I have my drivers license and I have a twenty.",1.0
(Slides the twenty back and tosses her credit card onto the counter.),0.0
"Look, face it, my father is not going to pay for the build-in barbecue and believe me you can kiss you gazebo goodbye. Now I might be able to get you the new lawn.",1.0
"Ahh, then you have to give us the lawn ornaments.",1.0
"I go back there with lawn ornaments, he’s going to laugh in my face.",1.0
"This is ridiculous. I mean we had an agreement.  Will you say something, Steven?! Please!!!",1.0
Don’t take that tone with me.  All-all right you can.,1.0
"Hi, Pheebs.",0.0
"Oh thank god. Oh, you changed your mind. Oh, look I know you probably want to be alone, and you don’t want to talk about it, that’s fine. I just want you to know, I think you are doing the right thing and...",1.0
"Bye, Pheebs.",0.0
Wait!! Where are you going?! What are you doing?! No!! Wait!!  God!! Why am I always pregnant when she does that?!,1.0
"I’d like to toast, Ross and Emily. Of course, my big toast will be tomorrow at the wedding, so this is kind of my little toast or Melba toast, if you will.  Okay. I known Ross for a long time. In fact, I knew him when he was going out with his first girlfriend.  And I thought things were going to work out for him..Until the day he over inflated her.  Ohh, Dear God..",1.0
"Hello, Waltham Interiors.",0.0
"Oh, hi, Mrs. Waltham. I need to speak with ether one of the best men, or Ross’s sister Monica.",1.0
Who is this?,0.0
"Oh, I’m Phoebe Buffay. I’m one of Ross’s best friends.",1.0
"Well, if you’re on e of Ross’s best friends, why aren’t you here?",1.0
"Yeah, um, I can’t fly. I’m having my brother’s babies.",1.0
"Oh, am I on the radio?",1.0
"No..umm, could I talk to one of them? It’s very very important.",1.0
"No, I’m bored with you now. I’m going to cut you off.",1.0
"Ohh! Okay, I’m going to have to kick her ass too.",1.0
"And I’m sure we’re all very excited that Ross and Emily are getting married at Montgomery Hall. I mean to think, my friend getting married in Monty Hall.  Ohh, come on!! Monty Hall!! Lets make a Deal!! Come on, you people!! All right, forget it!! Congratulations, Ross and Emily.",1.0
"Hey, best man number two, Joey Tribbiani. Now I’m not good with the jokes like Chandler here. Boy...but ahh, I just want to say congratulation to the happy couple. I first met Ross in this coffee house back home...Home...New York City...Where everybody knows my name. Well anyway, I love you guys.  But not as much as I love America.  Could we please..go home now?",1.0
Are you going home? I was hoping to get to know you better.,1.0
"I’m not going anywhere, sweetheart.",1.0
I was laughing.,1.0
Out loud?,0.0
Well I didn’t want everyone to think I was stupid.,1.0
So how are you doing?,0.0
"My mother’s driving me crazy, but Ross is getting married. I’m happy.  I’m not going to let anything spoil that.",1.0
I just want to say that Ross is a wonderful young man.,1.0
"Well, thanks, we like him.",0.0
My god!! You must have been a teenage when you had him.,1.0
"There’s no way in hell, I’m paying for it.",1.0
"Look, were down to just one point. Could we please, maybe just settle it after the wedding.",1.0
"All-right fine, but I just want to say, I’m not paying for your wine cellar. You thieving, would be speaking German if it weren’t for us, cheap little man.",1.0
"The guy was hammered, okay? There’s no way, you look like Ross’s mother.",1.0
Then why would he say it?,1.0
Because he’s crazy. Okay? He came up to me earlier and thanked me for my very moving performance in Titanic.,1.0
"Oh, my mother’s right. I’m never going to get married.",1.0
"Ahh, you know what? That is....Who wouldn’t want you?",1.0
"Ohh, Please?! I’m a single mom, with a thirty year old son!!",1.0
"Hi, I’m back. Listen, I need to...",1.0
Hello.,0.0
Hello. I need to get on the 11 o'clock flight.,1.0
Oh I’m afraid that plane has already pulled away from the gate.,1.0
"Okay, you know what/ You’re going to have to call that plane and tell them to swing around and come and pick me up.",1.0
I can’t do that.,1.0
"Sure, you know what? Come on, we’ll just tell them that there was like a problem with like the ""engine"".",1.0
"I’m afraid I’m going to have to ask you to step aside, Miss.",0.0
"Look, If I don’t get to London!! He is going to marry that other girl!!!",1.0
I can’t imagine why.,1.0
"All right, you know what? I am not leaving here, until you call that plane back!!",1.0
I’m getting married today!! Whoo-hoo!!,1.0
"Morning, Ross.",0.0
"I’m getting married, to..day!!",1.0
Yeah you are!!,0.0
"Ahh, whoo-hoo!!(He runs back out the door.",1.0
Do you think he knew I was here?,1.0
Well I’ve-I’ve never done that with you before.,1.0
Nope.,0.0
"So, ahh, how are ya? How ya...How ya... You okay?",1.0
"Yep, yep...You?",1.0
"Yes...Yes..Uh-huh, You? We did you.",1.0
Well...I’d better get going.,1.0
"Oh yea yea, absolutely.",1.0
Could you not look?,1.0
I don’t want to look.,1.0
Ohhh.,1.0
"Ahh, ahh, excuse me.",1.0
Yeah?,1.0
If you’re planning on doing that throughout the entire flight. Please tell me now. So that I could that a sedative...or perhaps slip you one.,1.0
"Oh. I’m sorry. I’m very sorry. Sorry.  It’s just, I’m ahh, I’m kinda excited. I’m, ahh, going to London to ahh, tell this guy that I love him and...",1.0
Hello?,0.0
"Hey, were the hell have you been?!",1.0
Hey. I spent the night out. I met this cute bridesmaid. She is so...,1.0
I don’t want to hear about her!!,1.0
"Ahh Pheebs, you know you’re still my number one girl.",1.0
"No! No, we have an emergency. Okay? Rachel’s coming to London.",1.0
Ohh great!!!,1.0
"No it’s not great. No, she’s coming to tell Ross that she loves him.",1.0
"But, he loves Emily?",0.0
I KNOW THAT!!! You have to stop her!! She’s going to ruin the wedding!!,1.0
Okay.,0.0
"All right, so, okay...",1.0
Hold on. Hold on.  Rachel coming. Do...Something.,1.0
"Okay, so I’m done my part, okay. It’s your responsibility now, okay. The burden is off me, right?",1.0
Right!,0.0
So tell me about this girl?,1.0
Hey.,0.0
Hey.,0.0
Have you seen Monica?,0.0
I’m not seeing Monica.,1.0
What?,1.0
What?,1.0
Look we’ve got to find her. Phoebe just called!! Rachel’s coming to tell Ross she loves him!!,1.0
Oh my god!,0.0
I know! That’s why we got to find Monica!! You know where she is?,1.0
No!! Okay!! What’s with the third degree?! Why don’t you just shine a light in my eyes?!,1.0
"...And so then I realized. All this stuff I had been doing. proposing to Joshua, lying to Ross about why I couldn’t come to the wedding. Was all just a way of...",1.0
"Oh, oh oh!! I’m sorry, can I interrupt? You know I just want to say..That you are a horrible, horrible person.",1.0
"Ehh, pardon me?",0.0
"You say you love this man, yet you’re about to ruin the happiest day of his life. I’m afraid I have to agree with you friend Pheebs.. This is a..this is a...terrible, terrible plan.",1.0
But he has to know how I feel!,0.0
But why? He loves this...this Emily person. No good can come of this.,1.0
Well I-I think your wrong.,1.0
"Oh-no.And by the way, it seems to be perfectly clear that you were on a break.",0.0
